epoch,training_loss,validation_loss,validation_macro_average_precision,learning_rate
1,0.5004475299517314,0.3912297128041585,0.3489723095720871,0.000988248307850549
2,0.3550956587791443,0.3168771200180054,0.5095000533545496,0.000681652836879626
3,0.2921265885035197,0.25354387164115905,0.6658375492051668,0.00021359528769629018
4,0.27737454370657605,0.2515682988166809,0.6555251822887292,1.1307533447348461e-07
