epoch,training_loss,validation_loss,validation_macro_average_precision,learning_rate
1,0.5140139810864711,0.4130803013758802,0.6894988683674228,0.001
2,0.3643453796110544,0.39031301205142394,0.7006616597707942,0.001
3,0.3439106399698775,0.35804038390698756,0.713832826202624,0.001
4,0.3288655985497425,0.3504106532167623,0.7195605532119548,0.001
