epoch,training_loss,validation_loss,validation_macro_average_precision,learning_rate
1,0.5025128080050151,0.3805939569473267,0.36428450405509777,0.000988248307850549
2,0.3605590337117513,0.28666633590062457,0.5017084657617019,0.000681652836879626
3,0.3023649361133575,0.25832481765747073,0.644808591141712,0.00021359528769629018
4,0.2835321930249532,0.24522494761149088,0.6333405849598029,1.1307533447348461e-07
