epoch,training_loss,validation_loss,validation_macro_average_precision,learning_rate
1,0.48128752104441325,0.38163296270370484,0.30460050834812546,0.000988248307850549
2,0.3436403551896413,0.30490391977628073,0.5506945984640662,0.000681652836879626
3,0.290108159383138,0.25732479969660443,0.6805954917546186,0.00021359528769629018
4,0.27964417477448783,0.2441502693494161,0.6646970784707729,1.1307533447348461e-07
